person_tmdbId,bio,born,bornIn,died,person_imdbId,name,person_poster,person_url
57870,"​From Wikipedia, the free encyclopedia.   

Jason Bloom is a film director whose films include Bio-Dome starring Pauly Shore and Overnight Delivery starring Paul Rudd and Reese Witherspoon.  He also directed Viva Las Nowhere with James Caan and Daniel Stern and Irving with James Belushi. 

Description above from the Wikipedia article Jason Bloom, licensed under CC-BY-SA, full list of contributors on Wikipedia...",,,,89176,Jason Bloom,,https://themoviedb.org/person/57870
58119,"From Wikipedia, the free encyclopedia

Austin O'Brien (born May 11, 1981) is an American actor from Eugene, Oregon.  He may be best known for playing the co-lead Danny Madigan in the Arnold Schwarzenegger-movie Last Action Hero, followed by his turn into romance as Nick Zsigmond in My Girl 2, and a part in both The Lawnmower Man and its sequel.  

O'Brien is the son of Valerian O'Brien and the older brother of actor Trever O'Brien...",1981-05-11,"Eugene, Oregon, U.S.A",,639432,Austin O'Brien,https://image.tmdb.org/t/p/w440_and_h660_face/xwi3aavC7lkWRVuihWr6tHHL7oW.jpg,https://themoviedb.org/person/58119
58136,"From Wikipedia, the free encyclopedia.   Christine Cavanaugh (born August 16, 1963) is an American former voice actress who had a distinctive speaking style and had provided the voice for a large range of cartoon characters.  She is best known as the voice of Babe in the hit film, Babe, Chuckie Finster on Rugrats and for being the original voice of Dexter on Dexter's Laboratory.  In 2001, she retired from voice acting for personal reasons...",1963-08-16,"Utah, United States",2014-12-22,4815,Christine Cavanaugh,https://image.tmdb.org/t/p/w440_and_h660_face/qOUpGURljNhgFzZ5SmV5miAmT9x.jpg,https://themoviedb.org/person/58136
58137,"From Wikipedia, the free encyclopedia. 

Chris Noonan (born 14 November 1952) is a Sydney-based Australian filmmaker and actor best known for the pioneering live-action / CG film Babe, for which he received Academy Award nominations as both director and writer...",1952-11-14,"Sydney, Australia",,3088,Chris Noonan,,https://themoviedb.org/person/58137
58150,"Stacey Lauretta Dash (born January 20, 1966) is an American film and television actress...",1966-01-20,"Bronx, New York, USA",,1107,Stacey Dash,https://image.tmdb.org/t/p/w440_and_h660_face/cSzVCx2LJkXZoUGA4z4i8cm9wMD.jpg,https://themoviedb.org/person/58150
58198,"From Wikipedia, the free encyclopedia

Christopher Crosby ""Chris"" Farley (February 15, 1964 – December 18, 1997) was an American comedian and actor.  Farley was a member of Chicago's The Second City Theatre and cast member of the NBC sketch comedy show Saturday Night Live from 1990 to 1995.  He died on December 18, 1997 in Chicago of a cocaine intoxication and morphine overdose...",1964-02-15,"Madison, Wisconsin, USA",1997-12-18,394,Chris Farley,https://image.tmdb.org/t/p/w440_and_h660_face/bnWvsN2pk4Z9SAZZRNN2kCZ5uPd.jpg,https://themoviedb.org/person/58198
58448,"Penelope Spheeris (born December 2, 1945) is an American director, producer and screenwriter.  She is best known as a documentary film director whose works include the trilogy titled The Decline of Western Civilization.   She has also directed feature films, including Wayne's World, her highest grossing film...",1945-12-02,"New Orleans, Louisiana, United States",,790715,Penelope Spheeris,https://image.tmdb.org/t/p/w440_and_h660_face/7juDUTAEyAKKfDmkOD9q24kjrei.jpg,https://themoviedb.org/person/58448
58556,,,,,205863,Anatoli Davydov,https://image.tmdb.org/t/p/w440_and_h660_face/h612YfWBEymtZw13UQ6JVe0rXEs.jpg,https://themoviedb.org/person/58556
60295,,1943-07-31,"Montréal, Québec, Canada",,808807,John N. Smith,,https://themoviedb.org/person/60295
60950,"David Wayne Spade (born July 22, 1964) is an American actor, comedian and television personality who first became famous in the 1990s as a cast member on Saturday Night Live, and from 1997 until 2003 starred as Dennis Finch on Just Shoot Me!.  He also starred as C. J.  Barnes, along with Katey Sagal, James Garner and Kaley Cuoco on 8 Simple Rules. He currently stars as Russell Dunbar on the CBS sitcom Rules of Engagement.  He is also working with TBS on an animated series based on his film Joe Dirt...",1964-07-22,"Birmingham, Michigan, USA",,5450,David Spade,https://image.tmdb.org/t/p/w440_and_h660_face/8tv638lAMLmYh8bSLICqPzbW3tv.jpg,https://themoviedb.org/person/60950
63895,"Extrait de Wikipedia, l'Encyclopedie libre. 

Dès l'enfance, Alessandra Martines suit des cours de danse et devient ballerine.  Elle débute au cinéma en 1987 et obtient le rôle principal de la série italienne à succès La Caverne de la Rose d'Or (1991-1996), avec Kim Rossi Stuart, Ursula Andress, Nicholas Rogers et Brigitte Nielsen. 

À partir de 2011, elle est jurée lors des deux premières saisons de l'émission Danse avec les stars sur TF1...",1963-09-19,"Roma, Italy",,553402,Alessandra Martines,https://image.tmdb.org/t/p/w440_and_h660_face/xMfeR8rsf7wwYBG3JYFlcFzYgGR.jpg,https://themoviedb.org/person/63895
65529,"Irene Bedard is a Native American film and television actress, director and producer, best known for voicing the title character in the _Pocahontas_ animation feature film franchise...",1967-07-22,"Anchorage, Alaska, USA",,65942,Irene Bedard,https://image.tmdb.org/t/p/w440_and_h660_face/nCm5940cLixwcSoB5kIqLAKNmGL.jpg,https://themoviedb.org/person/65529
65530,,1954-11-05,"Long Beach, California, USA",,300265,Mike Gabriel,,https://themoviedb.org/person/65530
65531,"American animator, film director and voice actor.  He is known for his work at both Walt Disney Animation Studios and Warner Bros.  Animation...",1955-05-01,"Levittown, Pennsylvania",,325196,Eric Goldberg,https://image.tmdb.org/t/p/w440_and_h660_face/pqulcFpHW4dBLNUeflN5BY21yTA.jpg,https://themoviedb.org/person/65531
65827,"An American film, television, and voice actor, and singer.  He is perhaps most known for his live-action roles in such films as Crash, There's Something About Mary, Barbershop and Men at Work...",1956-06-04,"Harlem, New York City, New York, USA",,202966,Keith David,https://image.tmdb.org/t/p/w440_and_h660_face/jJLJuR7FNHYL1fB5igjj7IXzOel.jpg,https://themoviedb.org/person/65827
65887,,,,,475100,Vusi Kunene,https://image.tmdb.org/t/p/w440_and_h660_face/xPJME6yJwkKL1fL9lKEXmyzvwr8.jpg,https://themoviedb.org/person/65887
66131,,1970-01-23,,,429385,Tracey Cherelle Jones,,https://themoviedb.org/person/66131
66554,"Kadeem Hardison (born July 24, 1965) is an American actor and director.  He is best known for his role Dwayne Wayne on A Different World, a spin-off of the long-running NBC sitcom The Cosby Show.  He also starred in the Disney Channel series K. C.  Undercover as Craig Cooper, the title character's father. 

​From Wikipedia, the free encyclopedia...",1965-07-24,"Bedford-Stuyvesant, New York City, New York, USA",,362429,Kadeem Hardison,https://image.tmdb.org/t/p/w440_and_h660_face/gVtfvi3fRIGt5txKSBIZFQxSk4k.jpg,https://themoviedb.org/person/66554
67773,"Stephen Glenn ""Steve"" Martin (born August 14, 1945) is an American actor, comedian, writer, playwright, producer, musician and composer. 

Martin was born in Waco, Texas, and raised in Southern California, where his early influences were working at Disneyland and Knott's Berry Farm and working magic and comedy acts at these and other smaller venues in the area...",1945-08-14,"Waco, Texas, USA",,188,Steve Martin,https://image.tmdb.org/t/p/w440_and_h660_face/d0KthX8hVWU9BxTCG1QUO8FURRm.jpg,https://themoviedb.org/person/67773
67792,,1953-02-19,San Giorgio a Cremano,1994-06-04,873385,Massimo Troisi,https://image.tmdb.org/t/p/w440_and_h660_face/t3u1YkX8W5j95ZLnpREycgPu1x9.jpg,https://themoviedb.org/person/67792
67848,"Ashley Olsen is an American actress, producer, author and fashion designer.  She made her career debut in 1987 alongside her twin sister Mary-Kate Olsen in the television series Full House.  Following the huge success of Full House in America, they both established a successful career starring in television and film roles...",1986-06-13,"Sherman Oaks, California, USA",,1580,Ashley Olsen,https://image.tmdb.org/t/p/w440_and_h660_face/suf5kWfRYErCp6D5YnOZlpGA8dH.jpg,https://themoviedb.org/person/67848
67849,"Mary-Kate Olsen is an American actress, producer, author and fashion designer.  She made her career debut in 1987 alongside her twin sister Ashley Olsen in the television series Full House.  Following the huge success of Full House in America, Mary-Kate and Ashley established a successful career starring in television and film roles...",1986-06-13,"Sherman Oaks, California, USA",,1581,Mary-Kate Olsen,https://image.tmdb.org/t/p/w440_and_h660_face/ohsjU66AUS5qkymN9E5VDLlBQ0W.jpg,https://themoviedb.org/person/67849
69301,,1984-12-25,"Savannah, Georgia, USA",,769136,Hal Scardino,https://image.tmdb.org/t/p/w440_and_h660_face/q8TX9vJfLSzYDztSIDmz1ao002t.jpg,https://themoviedb.org/person/69301
69302,"Gary Paul Davis (born March 1, 1969), better known by his stage name Litefoot, is a Native American rapper and the founder of the Red Vinyl record label.  He also portrayed Little Bear in the movie The Indian in the Cupboard.                               Description above from the Wikipedia article Litefoot, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1969-03-01,"Upland, California, USA",,514342,Litefoot,https://image.tmdb.org/t/p/w440_and_h660_face/lZirENb3WkQarkkgKDs0qyjOltH.jpg,https://themoviedb.org/person/69302
69697,,1961-11-04,,,47976,Jon Robin Baitz,,https://themoviedb.org/person/69697
69721,"Farhad Mann is an American director of film and television best known for the theatrical releases Lawnmower Man 2: Beyond Cyberspace, Fighting for Freedom, and Return to Two Moon Junction.  Since 1987, Mann has directed dozens of television films and episodes for a variety of networks...",,,,542752,Farhad Mann,https://image.tmdb.org/t/p/w440_and_h660_face/uFKMT5MHDEMuFLnv2dXPYIpgDIa.jpg,https://themoviedb.org/person/69721
70696,"From Wikipedia, the free encyclopedia. 

Kimberly Williams-Paisley (born September 14, 1971, height 5' 5"" (1,65 m)) is an American actress and director, who is perhaps best known for her co-starring role on the ABC sitcom, According to Jim, as well as her breakthrough performance in the popular comedy film, Father of the Bride, for which she was nominated for several awards (along with its sequel, Father of the Bride Part II)...",1971-09-14,Rye - New York - USA,,931090,Kimberly Williams-Paisley,https://image.tmdb.org/t/p/w440_and_h660_face/qJ4kWr4mDeKWenPeMOff8VtuAIq.jpg,https://themoviedb.org/person/70696
70850,,,,,802617,Andrew Sipes,,https://themoviedb.org/person/70850
71338,,1958-01-01,,,805965,Holly Goldberg Sloan,,https://themoviedb.org/person/71338
73421,"Joaquin Rafael Phoenix (born October 28, 1974) is an American actor and producer.  He has received numerous awards and nominations, including an Academy Award, a Grammy Award, and two Golden Globe Awards. 

As a child, Phoenix started acting in television with his brother River and sister Summer.  His first major film role was in SpaceCamp (1986).  During this period, he was credited as Leaf Phoenix, a name he gave himself...",1974-10-28,"San Juan, Puerto Rico",,1618,Joaquin Phoenix,https://image.tmdb.org/t/p/w440_and_h660_face/zixTWuMZ1D8EopgOhLVZ6Js2ux3.jpg,https://themoviedb.org/person/73421
74954,"From Wikipedia, the free encyclopedia.   Corinne Vilhelma Bohrer (born October 18, 1958) is an American movie and television actress. 

Description above from the Wikipedia article Corinne Bohrer, licensed under CC-BY-SA,full list of contributors on Wikipedia...",1958-10-18,"Camp Lejeune, North Carolina",,1959,Corinne Bohrer,,https://themoviedb.org/person/74954
77867,,,,,522844,Stephen Low,,https://themoviedb.org/person/77867
79088,,,,,942925,Whittni Wright,https://image.tmdb.org/t/p/w440_and_h660_face/8BN51oulcgW79gK5U80FKaIXzRf.jpg,https://themoviedb.org/person/79088
87415,"From Wikipedia, the free encyclopedia

Susan Maureen Fleetwood (21 September 1944 — 29 September 1995) was a British stage, film and television actress, best-known as a star of the classical theatre companies of England.  She received popular acclaim in the television series Chandler &amp; Co and The Buddha of Suburbia. 

Description above from the Wikipedia article Susan Fleetwood, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1944-09-21,,1995-09-29,281453,Susan Fleetwood,https://image.tmdb.org/t/p/w440_and_h660_face/ww9Xo8KoZUKYiLeniSmC7lvPeUO.jpg,https://themoviedb.org/person/87415
92032,"Heidi Lynne Fleiss is an American former madam, actress and columnist and television personality regularly featured in the 1990s in American media.  She is often referred to as the ""Hollywood Madam""...",1965-12-30,"Los Feliz, Los Angeles, California, US",,4926,Heidi Fleiss,https://image.tmdb.org/t/p/w440_and_h660_face/3H3VnlK3aWcckh4YZpOMY4ip6TR.jpg,https://themoviedb.org/person/92032
92561,"From Wikipedia, the free encyclopedia

Nicholas ""Nick"" Broomfield (born 1948) is an English documentary film-maker.  He is the son of Maurice Broomfield, a photographer. 

Broomfield works with a minimal crew, just himself and one or two camera operators, which gives his documentaries a particular style.  Broomfield is often in shot holding the sound boom...",1948-01-30,"London, England, UK",,112374,Nick Broomfield,https://image.tmdb.org/t/p/w440_and_h660_face/fEuA7S6ud5uCUBGVDrjt1zKC8V1.jpg,https://themoviedb.org/person/92561
109142,"Maria Christina Aumont best known as Tina Aumont, was an American actress of French and Dominican descent. 

She was born in Hollywood, California, the daughter of actors Jean-Pierre Aumont and Maria Montez.  She married actor and film director Christian Marquand in 1963, at the age of 17. 

She made her debut as Tina Marquand in Joseph Losey's 1966 movie Modesty Blaise...",1946-02-14,"Hollywood, California, U.S.",2006-10-28,42106,Tina Aumont,https://image.tmdb.org/t/p/w440_and_h660_face/dg8VhEYHh5QD1tDeILKivbng0LO.jpg,https://themoviedb.org/person/109142
110316,,1958-05-20,,,474122,Judy Kuhn,https://image.tmdb.org/t/p/w440_and_h660_face/ulEgSz7BTsCAYERFDdmPgJ0clqf.jpg,https://themoviedb.org/person/110316
117075,"From Wikipedia, the free encyclopedia. 

Henry Jaglom is a London-born American film director and playwright. 

Jaglom was born to a Jewish family in London, England, the son of Marie (née Stadthagen) and Simon M.  Jaglom, who worked in the import-export business.  His father was from a wealthy family from Russia and his mother was from Germany.  They left for England because of the Nazi regime.  Through his mother, he is a descendant of philosopher Moses Mendelssohn...",1938-01-26,"London, England",,415617,Henry Jaglom,,https://themoviedb.org/person/117075
